cuda_device : 4
eos_m_token : EOS_M
beam_len_bonus : 0.5
mode : train
m : TSD
prev_z_method : separate
dataset : usr
seed : 0
vocab_size : 800
embedding_size : 50
hidden_size : 50
lr : 0.003
lr_decay : 0.5
layer_num : 1
z_length : 16
max_ts : 50
early_stop_count : 5
cuda : True
degree_size : 1
split : (9, 1, 1)
model_path : ./models/multi_woz_simulator911_goalkey.pkl
result_path : ./results/multi_woz_simulator911_goalkey.csv
vocab_path : ./vocab/vocab-multi_woz_simulator911_goalkey.pkl
data : /data/qkun/simulator/data/multiwoz-master/data/multi-woz/rest_usr_simulator_goalkey.json
entity : /data/qkun/simulator/data/multiwoz-master/data/multi-woz/rest_OTGY.json
db : /data/qkun/simulator/data/multiwoz-master/data/multi-woz/restaurant_db.json
glove_path : ../sequicity/data/glove/glove.6B.50d.txt
batch_size : 32
dropout_rate : 0.5
epoch_num : 100
rl_epoch_num : 1
spv_proportion : 100
new_vocab : True
teacher_force : 100
beam_search : False
beam_size : 10
sampling : False
use_positional_embedding : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
1268,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,i am looking for a restaurant that serves <unk> food .,i want <unk> food in the <unk> of town .,9,11,True
1268,1,i want <unk> food in the <unk> of town . EOS_M what price range are you looking for ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4 price,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4 price,i would like a <unk> restaurant in the <unk> .,any price range will be fine .,20,8,True
1268,2,any price range will be fine . EOS_M what area are you looking for ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4 area,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4 area,i would like to go to <unk> <unk> food .,<unk> part of town .,16,6,True
1268,3,<unk> part of town . EOS_M there are no restaurants that serve <unk> food in the center of town .,nooffer EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,nooffer <unk> the center of town EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,how about <unk> food ?,how about a place serving <unk> food ?,21,9,True
1268,4,"how about a place serving <unk> food ? EOS_M there are three restaurants , the <unk> are bridge street city centre , king street city centre , and the more expensive is on mill road city centre . which do you prefer ?",expensive bridge road city centre EOS_Z1 EOS_Z3 city centre more mill road city centre EOS_Z5 EOS_Z4,<unk> the center of town EOS_Z1 EOS_Z3 bridge street city centre king street city centre mill road city centre EOS_Z5 EOS_Z4,i would like a reservation for <unk> people at <unk> on <unk> .,i do not care,44,5,True
1268,5,i do not care EOS_M anatolia meets your criteria . would you like their contact information ?,expensive anatolia expensive anatolia road city centre EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,<unk> the center of town EOS_Z1 EOS_Z3 bridge street city centre king street city centre mill road city centre EOS_Z5 anatolia EOS_Z4,"no , i need a reservation for <unk> people at <unk> on <unk> .","yes , what is their price range and address ?",18,11,True
1268,6,"yes , what is their price range and address ? EOS_M anatolia is in the moderate price range and is located at 30 bridge street city centre .",expensive anatolia expensive anatolia anatolia 30 bridge street city centre EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,<unk> the center of town 30 bridge street city centre anatolia moderate EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,"thank you , goodbye .",thank you . goodbye .,29,6,True
1204,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,i am looking for a <unk> restaurant in the <unk> part of town .,"hello , i am looking for a restaurant that serves <unk> food .",9,14,True
1303,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,i am looking for a <unk> restaurant in the <unk> part of town .,an <unk> restaurant please,9,5,True
1259,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,i am looking for a <unk> restaurant in the <unk> part of town .,i want a restaurant on the <unk> end of town .,9,12,True
1251,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,i am looking for a <unk> restaurant in the <unk> part of town .,i want to find a restaurant serves <unk> food please .,9,12,True
1210,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,i am looking for a <unk> restaurant in the <unk> part of town .,i would like a <unk> -ly priced restaurant in the <unk> part of town,9,15,True
1218,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,i am looking for a <unk> restaurant in the <unk> part of town .,can you recommend a good restaurant in the <unk> part of town that serves <unk> food ?,9,18,True
1265,0,hello ! what can i help you ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,i am looking for a <unk> restaurant in the <unk> part of town .,hi . can you help me find an inexpensive restaurant on the <unk> side of town ?,9,18,True
