cuda_device : 4
eos_m_token : EOS_M
beam_len_bonus : 0.5
mode : train
m : TSD
prev_z_method : separate
dataset : sys
seed : 0
vocab_size : 800
embedding_size : 50
hidden_size : 50
lr : 0.003
lr_decay : 0.5
layer_num : 1
z_length : 16
max_ts : 50
early_stop_count : 5
cuda : True
split : (9, 1, 1)
model_path : ./models/multiwoz_sys911.pkl
result_path : ./results/multiwoz_sys.csv
vocab_path : ./vocab/vocab-multiwoz_sys.pkl
data : /data/qkun/simulator/data/multiwoz-master/data/multi-woz/rest_sys.json
entity : /data/qkun/simulator/data/multiwoz-master/data/multi-woz/rest_OTGY.json
db : /data/qkun/simulator/data/multiwoz-master/data/multi-woz/restaurant_db.json
glove_path : ../sequicity/data/glove/glove.6B.50d.txt
batch_size : 32
degree_size : 5
dropout_rate : 0.5
epoch_num : 100
rl_epoch_num : 1
spv_proportion : 100
new_vocab : True
teacher_force : 100
beam_search : False
beam_size : 10
sampling : False
use_positional_embedding : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
1258,0,i want a moderate -ly priced restaurant in the north part of town . what is the address ?,moderate north EOS_Z1 <unk> address,moderate north EOS_Z1 <unk> address,i have found a food_SLOT restaurant -s in the north part of town .,name_SLOT is a great moderate -ly priced food_SLOT restaurant in the north part of town . they are located at address_SLOT . is there anything else i can do for you today ?,20,34,True
1234,0,i want portuguese food and i do not care about the price range . what is the address and phone number ?,portuguese EOS_Z1 <unk> address phone,portuguese EOS_Z1 <unk> address phone,name_SLOT is located at address_SLOT . their phone number is phone_SLOT .,"name_SLOT is a portuguese restaurant , it is in the pricerange_SLOT price range , and it is on the area_SLOT side of town . the address is address_SLOT , and the phone number is phone_SLOT .",23,37,True
1194,0,a french restaurant in the centre part of town . please give me address and phone number .,french centre EOS_Z1 <unk> address phone,french centre EOS_Z1 <unk> address phone,name_SLOT is a french restaurant in the centre . can i help you with ?,name_SLOT can be reached at phone_SLOT and is at address_SLOT . do you <unk> any additional information ?,19,19,True
1197,0,i am looking for a restaurant in the west part of town that is in the cheap price range .,west cheap EOS_Z1 <unk>,west cheap EOS_Z1 <unk>,i have found a cheap restaurant -s in the west part of town .,there are 2 restaurant -s in the west part of town . what type of food are you interested in ?,21,22,True
1238,0,do you know of any moderate -ly priced restaurant -s in the north part of town ? i 'll need the address and phone number .,moderate north EOS_Z1 <unk> address phone,moderate north EOS_Z1 <unk> address phone,"i have found the name_SLOT , name_SLOT , and the phone number is phone_SLOT .",the name_SLOT is located at address_SLOT . it s phone number is phone_SLOT .,27,15,True
1208,0,i need the address and postcode of a cheap restaurant on the north side of town .,cheap north EOS_Z1 <unk> address,cheap north EOS_Z1 <unk> address postcode,name_SLOT is located at address_SLOT . the phone number is phone_SLOT .,the address for name_SLOT is address_SLOT and the post code is postcode_SLOT . name_SLOT is in the cheap price range and is in the north part of town .,18,30,True
1261,0,i am looking for an english restaurant that s moderate -ly priced .,english moderate EOS_Z1 <unk>,english moderate EOS_Z1 <unk>,i have found a restaurant -s in the area_SLOT . would you like to book a different cuisine ?,there are no restaurant -s matching your request . may i help you find a different restaurant ?,14,19,True
1203,0,i want a cheap restaurant in the east part of town . what is the address and postcode ?,cheap east EOS_Z1 <unk> address,cheap east EOS_Z1 <unk> address postcode,name_SLOT is located at address_SLOT . the phone number is phone_SLOT .,"how about name_SLOT ? they serve food_SLOT food at address_SLOT , postal code postcode_SLOTq .",20,16,True
1217,0,"hi , i am looking for good chinese food on the west side .",chinese west EOS_Z1 <unk>,chinese west EOS_Z1 <unk>,i have found a great choice . would you like to book you ?,"sorry , there is no chinese restaurant in the west side . do you want another type of food or different part of town ?",15,26,True
1279,0,"i want to find an expensive restaurant and serves european food . can i also have the address , phone number and its area . ?",expensive european EOS_Z1 <unk> address phone,expensive european EOS_Z1 <unk> address phone,i have found 2 restaurant -s in the area_SLOT . would you like their phone number ?,name_SLOT is a european restaurant in the area_SLOT area . their address is st . <unk> s <unk> <unk> street city area_SLOT and phone number phone_SLOT .,27,28,True
1199,0,i want to find a cheap restaurant in the north part of town .,cheap north EOS_Z1 <unk>,cheap north EOS_Z1 <unk>,i have found a food_SLOT restaurant -s in the north part of town .,what food type are you looking for ?,15,9,True
1209,0,i want to find a cheap restaurant in the east part of town . what is the address and postcode ?,cheap east EOS_Z1 <unk> address,cheap east EOS_Z1 <unk> address postcode,name_SLOT is a cheap restaurant in the east part of town .,"name_SLOT fits your criteria . it is on address_SLOT , <unk> <unk>",22,13,True
1271,0,hello ! i am looking for the address and phone number of a lebanese restaurant in the centre .,lebanese centre EOS_Z1 <unk> address phone,lebanese centre EOS_Z1 <unk> address phone,"i am sorry , i can not find any restaurant -s in the centre . can i help you with ?",name_SLOT is a lebanese restaurant in the centre area . its address is <unk> hills road city . phone number is phone_SLOT,20,23,True
1258,1,"name_SLOT is a great moderate -ly priced food_SLOT restaurant in the north part of town . they are located at address_SLOT . is there anything else i can do for you today ? EOS_M thank you , goodbye .",moderate north EOS_Z1 <unk>,moderate north EOS_Z1 <unk>,thank you for using our system . goodbye .,thank you . goodbye .,40,6,True
1234,1,"name_SLOT is a portuguese restaurant , it is in the pricerange_SLOT price range , and it is on the area_SLOT side of town . the address is address_SLOT , and the phone number is phone_SLOT . EOS_M thank you goodbye .",portuguese EOS_Z1 <unk>,portuguese EOS_Z1 <unk>,thank you for using our system . goodbye .,thank you for using our system . goodbye,42,9,True
1194,1,name_SLOT can be reached at phone_SLOT and is at address_SLOT . do you <unk> any additional information ? EOS_M thank you goodbye .,french centre EOS_Z1 <unk>,french centre EOS_Z1 <unk>,thank you for using our system . goodbye .,goodbye .,24,3,True
1197,1,there are 2 restaurant -s in the west part of town . what type of food are you interested in ? EOS_M i do not care . any type of food will be fine .,west cheap EOS_Z1 <unk>,west cheap EOS_Z1 <unk>,i have name_SLOT . it s in the cheap price range .,"there is name_SLOT which is food_SLOT at 2124 area_SLOT road , phone number is phone_SLOT .",36,17,True
1238,1,the name_SLOT is located at address_SLOT . it s phone number is phone_SLOT . EOS_M thank you goodbye .,moderate north EOS_Z1 <unk>,moderate north EOS_Z1 <unk>,thank you for using our system . goodbye .,"enjoy your stay , goodbye .",20,7,True
1208,1,the address for name_SLOT is address_SLOT and the post code is postcode_SLOT . name_SLOT is in the cheap price range and is in the north part of town . EOS_M than you .,cheap north EOS_Z1 <unk>,cheap north EOS_Z1 <unk>,i am sorry but i could not have any other restaurant -s in the north part of town .,thank you . goodbye .,34,6,True
1261,1,"there are no restaurant -s matching your request . may i help you find a different restaurant ? EOS_M okay , then i am looking for a restaurant with chinese food that s moderate -ly priced .",chinese moderate EOS_Z1 <unk>,chinese moderate EOS_Z1 <unk>,i have found 3 restaurant -s that serve chinese food . would you like to book you ?,"i have 4 restaurant -s matching your request , would you like to hear them all or narrow your request ?",38,22,True
1203,1,"how about name_SLOT ? they serve food_SLOT food at address_SLOT , postal code postcode_SLOTq . EOS_M thank you , goodbye .",cheap east EOS_Z1 <unk>,cheap east EOS_Z1 <unk>,thank you for using our system . goodbye .,"<unk> , okay , bye .",22,7,True
1217,1,"sorry , there is no chinese restaurant in the west side . do you want another type of food or different part of town ? EOS_M thank you goodbye",chinese west EOS_Z1 <unk>,chinese west EOS_Z1 <unk>,you are welcome . goodbye .,you are welcome goodbye,30,5,True
1279,1,name_SLOT is a european restaurant in the area_SLOT area . their address is st . <unk> s <unk> <unk> street city area_SLOT and phone number phone_SLOT . EOS_M thank you goodbye,expensive european EOS_Z1 <unk>,expensive european EOS_Z1 <unk>,you are welcome . goodbye .,thank you and goodbye,32,5,True
1199,1,what food type are you looking for ? EOS_M any type of restaurant will be fine .,cheap north EOS_Z1 <unk>,cheap north EOS_Z1 <unk>,"i have a great day , and name_SLOT .",name_SLOT is located in the north part of town and in the cheap price range .,18,17,True
1209,1,"name_SLOT fits your criteria . it is on address_SLOT , <unk> <unk> EOS_M thank you , goodbye .",cheap east EOS_Z1 <unk>,cheap east EOS_Z1 <unk>,thank you for using our system . goodbye .,thank you .,19,4,True
1271,1,"name_SLOT is a lebanese restaurant in the centre area . its address is <unk> hills road city . phone number is phone_SLOT EOS_M thank you , goodbye .",lebanese centre EOS_Z1 <unk>,lebanese centre EOS_Z1 <unk>,thank you for using our system . goodbye .,thank you .,29,4,True
1213,0,i am looking for an expensive restaurant that serves welsh food .,expensive welsh EOS_Z1 <unk>,expensive welsh EOS_Z1 <unk>,i have found a welsh restaurant -s in the area_SLOT . would you like to try a different area ?,"i apologize , there are no restaurant -s in the expensive price range that serve welsh food . would you like a different type of food ?",13,28,True
1269,0,i would like a barbeque restaurant .,barbeque EOS_Z1 <unk>,barbeque EOS_Z1 <unk>,"i am sorry , there are no barbeque restaurant -s in the area_SLOT . would you like to try a different area ?","where would you like to search for a restaurant , and what price range would you prefer ?",8,19,True
1227,0,i am looking for a moderate -ly priced polish food restaurant .,moderate EOS_Z1 <unk>,moderate EOS_Z1 <unk>,i have found a food_SLOT restaurant -s in the moderate price range .,"i am sorry , but there are not any moderate -ly priced polish restaurant -s . should i check other price range -s or a different type of food ?",13,31,True
1215,0,"hello , i am looking for a restaurant in the centre of town that serves brazilian food .",centre brazilian EOS_Z1 <unk>,centre brazilian EOS_Z1 <unk>,i have found a restaurant -s in the centre . would you like to try a different area ?,there are no restaurant -s matching your request .,19,10,True
1202,0,hi . i am looking for a moderate -ly priced restaurant .,moderate EOS_Z1 <unk>,moderate EOS_Z1 <unk>,i have found a food_SLOT restaurant -s in the area_SLOT .,name_SLOT is a food_SLOT restaurant in the area_SLOT,13,9,True
1250,0,i would like a restaurant that serves swiss food,swiss EOS_Z1 <unk>,swiss EOS_Z1 <unk>,"i am sorry , there are no swiss restaurant -s in the area_SLOT . would you like to try a different area ?","i am sorry , we do not have any swiss restaurant -s available . do you want to try a different type of food ?",10,26,True
1233,0,i want a cheap restaurant in the west part of town . what is the address and phone number ?,cheap west EOS_Z1 <unk> address phone,cheap west EOS_Z1 <unk> address phone,name_SLOT is a cheap restaurant in the west part of town .,"i have found 2 that may work . first , name_SLOT is at address_SLOT , phone is phone_SLOT . second 1 serves food_SLOT at address_SLOT , number is phone_SLOT",21,30,True
1290,0,i would like a cheap restaurant that serves greek food,cheap greek EOS_Z1 <unk>,cheap greek EOS_Z1 <unk>,i have found a restaurant -s in the area_SLOT . would you like to try a different area ?,i can not locate a cheap greek restaurant . is there another 1 that you are interested in .,11,20,True
1245,0,i am looking for a malaysian restaurant in the east part of town .,malaysian east EOS_Z1 <unk>,malaysian east EOS_Z1 <unk>,i have found a malaysian restaurant -s in the east part of town .,there are no malaysian restaurant -s on the east side of town .,15,14,True
1304,0,can you give me the phone number of a moderate -ly priced restaurant in the north part of town ?,moderate north EOS_Z1 <unk> phone,moderate north EOS_Z1 <unk> phone,i have found a food_SLOT restaurant -s in the north part of town .,the phone number for name_SLOT is phone_SLOT . is there anything else i can help you with ?,21,19,True
1284,0,a north part of town restaurant,north EOS_Z1 <unk>,north EOS_Z1 <unk>,there are no restaurant -s in the north part of town .,do you have a price range preference ? we have several restaurant -s in the north part of town,7,20,True
1285,0,hello . i am trying to find a restaurant that serves swiss food . can you recommend anything to me ?,swiss EOS_Z1 <unk>,swiss EOS_Z1 <unk>,"i am sorry , i am sorry , i am sorry , i am sorry , i have a swiss restaurant -s in the area_SLOT . would you like to try a different area ?",unfortunately there are no restaurant -s that serve swiss food in this area . would you <unk> trying a different cuisine ?,22,23,True
1281,0,"hello , i am looking for an expensive restaurant that serves vegetarian food .",expensive vegetarian EOS_Z1 <unk>,expensive vegetarian EOS_Z1 <unk>,i have found a restaurant -s in the area_SLOT .,there is not a restaurant matching your request . would you like another restaurant ?,15,16,True
1244,0,i would like a restaurant in the west part of town that serves international food,west international EOS_Z1 <unk>,west international EOS_Z1 <unk>,i have found international international restaurant -s in the west part of town .,sorry but there is not matching restaurant -s serving international food in the west .,16,16,True
1228,0,"hi . this might be a long <unk> , but can you help me find a restaurant that serves swedish food ? i do not care about price .",swedish EOS_Z1 <unk>,swedish EOS_Z1 <unk>,i have found a swedish restaurant -s in the area_SLOT . would you like to try a different area ?,there are no restaurant -s serving swedish food .,30,10,True
1224,0,i am looking for a cheap restaurant in the north part of town .,cheap north EOS_Z1 <unk>,cheap north EOS_Z1 <unk>,i have found a food_SLOT restaurant -s in the north part of town .,what food type are you looking for ?,15,9,True
1226,0,"hello , i am looking for a restaurant on the south side of town that serves international food .",south international EOS_Z1 <unk>,south international EOS_Z1 <unk>,i have found international international restaurant -s in the south part of town .,"i am sorry , there are no international food restaurant -s on the south side of town . would you like another type of food ?",20,27,True
