cuda_device : 6
eos_m_token : EOS_M
beam_len_bonus : 0.5
mode : train
m : TSD
prev_z_method : separate
dataset : camrest
seed : 0
vocab_size : 800
embedding_size : 50
hidden_size : 50
split : (9, 1, 1)
lr : 0.003
lr_decay : 0.5
model_path : ./models/multi_woz911.pkl
result_path : ./results/multi_woz911.csv
vocab_path : ./vocab/vocab-mulwoz911.pkl
data : /data/qkun/simulator/data/multiwoz-master/data/multi-woz/rest_4seq.json
entity : ./data/multi_woz/ontology.json
db : ./data/multi_woz/restaurant_db.json
glove_path : ../sequicity/data/glove/glove.6B.50d.txt
batch_size : 32
z_length : 8
degree_size : 5
layer_num : 1
dropout_rate : 0.5
epoch_num : 100
rl_epoch_num : 1
cuda : False
spv_proportion : 100
max_ts : 40
early_stop_count : 3
new_vocab : True
teacher_force : 100
beam_search : False
beam_size : 10
sampling : False
use_positional_embedding : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
1258,0,the nirala is a great moderately priced indian restaurant in the north part of town . they are located at 191 histon road chesterton . is there anything else i can do for you today ?,moderately priced north road road chesterton EOS_Z1 EOS_Z3,indian moderately priced north 191 histon road chesterton the nirala EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,i you .,"thank you , goodbye .",37,6,True
1234,0,"nandos is a portuguese restaurant , it is in the cheap price range , and it is on the south side of town . the address is cambridge leisure park clifton way , and the phone number is 01223 327908 .",portuguese south park clifton EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,portuguese cheap south cambridge leisure park clifton way 01223 327908 nandos EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,"yes , the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the",thank you goodbye .,42,5,True
1194,0,cote can be reached at <unk> and is at bridge street city centre . do you <unk> any additional information ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,bridge street city centre <unk> cote EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,"yes , i you .",thank you goodbye .,22,5,True
1197,0,there are two restaurants in the west part of town . what type of food are you interested in ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4 food,west EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4 food,"yes , i like the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the",i do n't care . any type of food will be fine .,21,14,True
1238,0,the golden wok is located at 191 histon road chesterton . it 's phone number is 01223350688 .,EOS_Z1 EOS_Z3 histon histon road road road chesterton,191 histon road chesterton 01223350688 the golden wok EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,i you .,thank you good bye .,19,6,True
1208,0,"the address for royal spice is victoria avenue chesterton and the post code is c.b 4 , 1 <unk> royal spice is in the cheap price range and is in the north part of town .",cheap north royal avenue avenue chesterton EOS_Z1 EOS_Z3,"royal spice victoria avenue chesterton c.b 4 , 1 <unk> cheap north EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4",i you .,<unk> you .,37,4,True
1261,0,there are no restaurants matching your request . may i help you find a different restaurant ?,EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,nooffer EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,"yes , i would like .","okay , then i 'm looking for a restaurant with food_SLOT food that 's pricerange_SLOT priced .",18,18,True
1203,0,"how about the missing sock ? they serve international food at finders corner newmarket road , postal code c.b 25 , 9 a.q .",25 missing missing a.q a.q a.q a.q a.q,international finders corner newmarket road the missing sock EOS_Z1 EOS_Z3 c.b 25 9 a.q EOS_Z5 EOS_Z4,i you .,"thank you , goodbye .",25,6,True
1217,0,"sorry , there is no chinese restaurant in the west side . do you want another type of food or different part of town ?",EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4 food,nooffer EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4 area food,"yes , i like .",thank you goodbye,26,4,True
1279,0,eraina is a european restaurant in the centre area . their address is st. michael 's <unk> <unk> street city centre and phone number 01223 355166 .,european centre centre 355166 355166 355166 355166 355166,european centre st. michael 's <unk> <unk> street city centre 01223 355166 eraina EOS_Z1 EOS_Z3 EOS_Z5 EOS_Z4,i you .,thank you goodbye,28,4,True
