dial_0,goal,"{'id': 'SNG0727.json', 'info_first_choice': {'pricerange': 'cheap', 'area': 'north'}, 'info_second_choice': {'pricerange': 'expensive', 'area': 'centre'}, 'cur_info': {'pricerange': 'cheap', 'area': 'north'}, 'cur_book': {'time': '14:30', 'day': 'sunday', 'people': '4'}, 'first_choice_match': 2}",
dial_0,usr,i am looking for a cheap restaurant . ,inform_type
dial_0,sys,Do you have a preference on the food and area?,ask_type
dial_0,usr,i am looking for a restaurant in the north part dontcare food,inform_type
dial_0,sys,da vinci pizzeria is a italian restaurant on the north side of town. It's in the cheap price range. Is there anything else I can help you with?,present_result
dial_0,usr,is there anything else ? ,anything_else
dial_0,sys,royal spice is a indian restaurant on the north side of town. It's in the cheap price range. Is there anything else I can help you with?,present_result
dial_0,usr,"yes , please .  for 4 people at 14:30",make_reservation
dial_0,sys,Could you please tell me what day you would like for the reservation?,ask_reservation_info
dial_0,usr,"yes , please .  on sunday",make_reservation
dial_0,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_0,usr,"thank you , goodbye . ",goodbye
dial_1,goal,"{'id': 'WOZ20376.json', 'cur_info': {'food': 'portuguese', 'pricerange': 'cheap'}, 'reqt': ['address'], 'first_choice_match': 2}",
dial_1,usr,i am looking for a cheap restaurant that serves portuguese,inform_type
dial_1,sys,Do you have a preference on the area?,ask_type
dial_1,usr,i am looking for a restaurant in the dontcare part,inform_type
dial_1,sys,nandos is a portuguese restaurant on the south side of town. It's in the cheap price range. Is there anything else I can help you with?,present_result
dial_1,usr,what is the address and address ? ,ask_info
dial_1,sys,nandos is located at Cambridge Leisure Park Clifton Way . Its phone number is 01223327908 and the postcode is cb17dy . is there anything else i can help you with ?,provide_info
dial_1,usr,"thank you , goodbye . ",goodbye
dial_2,goal,"{'id': 'SNG01423.json', 'cur_info': {'name': 'restaurant one seven'}, 'cur_book': {'time': '11:45', 'day': 'friday', 'people': '3'}, 'first_choice_match': 1}",
dial_2,usr,i am looking for a restaurant called restaurant one seven . ,inform_type
dial_2,sys,restaurant one seven is a british restaurant on the centre side of town. It's in the moderate price range. Is there anything else I can help you with?,present_result
dial_2,usr,"yes , please .  on friday at 11:45",make_reservation
dial_2,sys,Could you please tell me how many people you would like for the reservation?,ask_reservation_info
dial_2,usr,"yes , please book a table for 3 people at",make_reservation
dial_2,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_2,usr,"thank you , goodbye . ",goodbye
dial_3,goal,"{'id': 'SNG1242.json', 'cur_info': {'food': 'european', 'pricerange': 'expensive', 'area': 'centre'}, 'cur_book': {'people': '5', 'day': 'friday', 'time': '18:15'}, 'first_choice_match': 2}",
dial_3,usr,i am looking for a restaurant in the centre part expensive pricerange european food,inform_type
dial_3,sys,eraina is a european restaurant on the centre side of town. It's in the expensive price range. Is there anything else I can help you with?,present_result
dial_3,usr,"yes , please . i need a table for 5 on friday at 18:15",make_reservation
dial_3,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_3,usr,"thank you , goodbye . ",goodbye
