dial_0,usr,somewhere in the centre . i am looking for some swedish food .,
dial_0,sys,Do you have a preference on the pricerange?,ask_type
dial_0,usr,i do not care.,
dial_0,sys,I am sorry, but there are no restaurants matching your request. Is there anything else I can help you with?,nomatch_result
dial_0,usr,how about a restaurant that serves chinese food ?,
dial_0,sys,charlie chan is a chinese restaurant on the centre side of town. It's in the cheap price range. Is there anything else I can help you with?,present_result
dial_0,usr,yes , that will be fine . could you make a reservation for 5 at 15:15 on monday ?,
dial_0,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_0,usr,great , thanks a lot !,
dial_1,usr,i like moderate restaurant -s and would prefer something in the city north .,
dial_1,sys,Do you have a preference on the food?,ask_type
dial_1,usr,i do not care.,
dial_1,sys,the nirala is a indian restaurant on the north side of town. It's in the moderate price range. Is there anything else I can help you with?,present_result
dial_1,usr,what is the address ?,
dial_1,sys,the nirala is located at 7 Milton Road Chesterton . Its phone number is 01223360966 and the postcode is cb41uy . is there anything else i can help you with ?,provide_info
dial_1,usr,thank you , goodbye,
dial_2,usr,i want 1 in the certre area and in the cheap price range .,
dial_2,sys,Do you have a preference on the food and area?,ask_type
dial_2,usr,the centre .,
dial_2,sys,pizza hut city centre is a italian restaurant on the centre side of town. It's in the cheap price range. Is there anything else I can help you with?,present_result
dial_2,usr,can i get the phone number and postcode , please ?,
dial_2,sys,pizza hut city centre is located at Regent Street City Centre . Its phone number is 01223323737 and the postcode is cb21ab . is there anything else i can help you with ?,provide_info
dial_2,usr,that is all i needed . thank you .,
dial_3,usr,japanese food in the south , please .,
dial_3,sys,Do you have a preference on the pricerange?,ask_type
dial_3,usr,i do not care.,
dial_3,sys,I am sorry, but there are no restaurants matching your request. Is there anything else I can help you with?,nomatch_result
dial_3,usr,how about a restaurant that serves mexican food ?,
dial_3,sys,chiquito restaurant bar is a mexican restaurant on the south side of town. It's in the expensive price range. Is there anything else I can help you with?,present_result
dial_3,usr,yes , that will be fine . could you make a reservation for 6 at 12:15 on saturday ?,
dial_3,sys,I am sorry, but the restaurant is fully booked at that time. Is there anything else I can help you with?,booking_fail
dial_3,usr,yes , i would like to reserve a table for 6 at 12:15 on saturday please .,
dial_3,sys,I am sorry, but the restaurant is fully booked at that time. Is there anything else I can help you with?,booking_fail
dial_3,usr,can you book a table for 6 at 12:15 this saturday ?,
dial_3,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_3,usr,that should be it . thank you .,
dial_4,usr,the varsity restaurant sounds great . thank you .,
dial_4,sys,the varsity restaurant is a international restaurant on the centre side of town. It's in the moderate price range. Is there anything else I can help you with?,present_result
dial_4,usr,yes please for 4 people at 15:15 on tuesday please . i will need the reference number too,
dial_4,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_4,usr,wonderful , thanks . that s all i need .,
dial_5,usr,i am looking for 1 that serves spanish food .,
dial_5,sys,Do you have a preference on the area and pricerange?,ask_type
dial_5,usr,i do not care.,
dial_5,sys,la tasca is a spanish restaurant on the centre side of town. It's in the moderate price range. Is there anything else I can help you with?,present_result
dial_5,usr,what is the phone number ?,
dial_5,sys,la tasca is located at 14 -16 Bridge Street . Its phone number is 01223464630 and the postcode is cb21uf . is there anything else i can help you with ?,provide_info
dial_5,usr,thank you , goodbye,
dial_6,usr,kohinoor sounds good . thanks .,
dial_6,sys,kohinoor is a indian restaurant on the centre side of town. It's in the cheap price range. Is there anything else I can help you with?,present_result
dial_6,usr,yes , and can you book a table for 1 at 12:45 on friday , please .,
dial_6,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_6,usr,yes please , 1 people at 12:45 on friday . can you please provide me with the reference number ?,
dial_6,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_6,usr,no , that s all i need . thanks for the help .,
dial_7,usr,in the expensive price range .,
dial_7,sys,Do you have a preference on the food and area?,ask_type
dial_7,usr,somewhere in the centre . i am looking for some indian food .,
dial_7,sys,curry garden is a indian restaurant on the centre side of town. It's in the expensive price range. Is there anything else I can help you with?,present_result
dial_7,usr,what is the address , phone number , and postcode ?,
dial_7,sys,curry garden is located at 106 Regent Street City Centre . Its phone number is 01223302330 and the postcode is cb21dp . is there anything else i can help you with ?,provide_info
dial_7,usr,no , thank you . that'll do it .,
dial_8,usr,does not really matter . is there 1 in the centre ?,
dial_8,sys,Do you have a preference on the food and pricerange?,ask_type
dial_8,usr,the restaurant should serve turkish food and should be in the moderate price range .,
dial_8,sys,anatolia is a turkish restaurant on the centre side of town. It's in the moderate price range. Is there anything else I can help you with?,present_result
dial_8,usr,can i have the address please,
dial_8,sys,anatolia is located at 30 Bridge Street City Centre . Its phone number is 01223362372 and the postcode is cb21uj . is there anything else i can help you with ?,provide_info
dial_8,usr,no , and thank you for your help . goodbye .,
dial_9,usr,i am looking for 1 that serves chinese food .,
dial_9,sys,Do you have a preference on the area and pricerange?,ask_type
dial_9,usr,i am looking for chinese food in the centre part of town .,
dial_9,sys,charlie chan is a chinese restaurant on the centre side of town. It's in the cheap price range. Is there anything else I can help you with?,present_result
dial_9,usr,yes , that will be fine . could you make a reservation for 3 at 13:45 on monday ?,
dial_9,sys,I am sorry, but the restaurant is fully booked at that time. Is there anything else I can help you with?,booking_fail
dial_9,usr,that sounds great . i would like a table for 3 people at 13:45 on monday .,
dial_9,sys,I am sorry, but the restaurant is fully booked at that time. Is there anything else I can help you with?,booking_fail
dial_9,usr,that sounds great . i would like a table for 3 people at 13:45 on monday .,
dial_9,sys,I am sorry, but the restaurant is fully booked at that time. Is there anything else I can help you with?,booking_fail
dial_9,usr,yes , i would like to reserve a table for 3 at 13:45 on monday please .,
dial_9,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_9,usr,great , thanks a lot !,
dial_10,usr,i would like indian food .,
dial_10,sys,Do you have a preference on the area and pricerange?,ask_type
dial_10,usr,centre of cambridge,
dial_10,sys,curry garden is a indian restaurant on the centre side of town. It's in the expensive price range. Is there anything else I can help you with?,present_result
dial_10,usr,can you make a reservation for 8 people at 17:30 on sunday ?,
dial_10,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_10,usr,no , that s all i need . thanks for the help .,
dial_11,usr,i am in the mood for chinese food , please .,
dial_11,sys,Do you have a preference on the area and pricerange?,ask_type
dial_11,usr,i want it to be in the east .,
dial_11,sys,yu garden is a chinese restaurant on the east side of town. It's in the expensive price range. Is there anything else I can help you with?,present_result
dial_11,usr,can i have the address please ?,
dial_11,sys,yu garden is located at 529 Newmarket Road Fen Ditton . Its phone number is 01223248882 and the postcode is cb58pa . is there anything else i can help you with ?,provide_info
dial_11,usr,no , and thank you for your help . goodbye .,
dial_12,usr,and that s a expensive restaurant ?,
dial_12,sys,Do you have a preference on the food and area?,ask_type
dial_12,usr,yes . i would like european food please .,
dial_12,sys,eraina is a european restaurant on the centre side of town. It's in the expensive price range. Is there anything else I can help you with?,present_result
dial_12,usr,sure , can you try and book a table for tuesday at 13:45 ? there are 6 people .,
dial_12,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_12,usr,thank you so much for your time . that will be all .,
dial_13,usr,south of cambridge,
dial_13,sys,Do you have a preference on the food and pricerange?,ask_type
dial_13,usr,yes expensive restaurant please,
dial_13,sys,the good luck chinese food takeaway is a chinese restaurant on the south side of town. It's in the expensive price range. Is there anything else I can help you with?,present_result
dial_13,usr,i need the address and phone number .,
dial_13,sys,the good luck chinese food takeaway is located at 82 Cherry Hinton Road Cherry Hinton . Its phone number is 01223244149 and the postcode is cb17ag . is there anything else i can help you with ?,provide_info
dial_13,usr,that is all i needed . thank you .,
dial_14,usr,i am really in the mood for the americas food .,
dial_14,sys,Do you have a preference on the area and pricerange?,ask_type
dial_14,usr,i do not care about the price range , and would just like 1 in the centre part of town .,
dial_14,sys,I am sorry, but there are no restaurants matching your request. Is there anything else I can help you with?,nomatch_result
dial_14,usr,how about some italian food ?,
dial_14,sys,pizza hut city centre is a italian restaurant on the centre side of town. It's in the cheap price range. Is there anything else I can help you with?,present_result
dial_14,usr,can you make a reservation for 5 people at 18:15 on wednesday ?,
dial_14,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_14,usr,no , you have been very helpful . thank you . goodbye .,
dial_15,usr,how about a moderate italian 1 in the east ?,
dial_15,sys,pizza hut fen ditton is a italian restaurant on the east side of town. It's in the moderate price range. Is there anything else I can help you with?,present_result
dial_15,usr,yes , could you book me a table for 4 at 12:30 on tuesday ?,
dial_15,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_15,usr,thank you so much for your time . that will be all .,
dial_16,usr,mediterranean please , i am craving that lately,
dial_16,sys,Do you have a preference on the area and pricerange?,ask_type
dial_16,usr,yes , the 1 in the centre please .,
dial_16,sys,the gardenia is a mediterranean restaurant on the centre side of town. It's in the cheap price range. Is there anything else I can help you with?,present_result
dial_16,usr,yes , could you book me a table for 4 at 16:15 on sunday ?,
dial_16,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_16,usr,no that is everything that i need . thank you so much for your assistance and have a wonderful day .,
dial_17,usr,are there any cheap portuguese restaurant -s centre ?,
dial_17,sys,nandos city centre is a portuguese restaurant on the centre side of town. It's in the cheap price range. Is there anything else I can help you with?,present_result
dial_17,usr,yes , please . for 7 people at 11:45 on thursday .,
dial_17,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_17,usr,nothing else . thanks for your great help . goodbye .,
dial_18,usr,i like expensive restaurant -s and would prefer something in the city south .,
dial_18,sys,Do you have a preference on the food?,ask_type
dial_18,usr,would you have something eastern european ?,
dial_18,sys,I am sorry, but there are no restaurants matching your request. Is there anything else I can help you with?,nomatch_result
dial_18,usr,how about chinese food ?,
dial_18,sys,the good luck chinese food takeaway is a chinese restaurant on the south side of town. It's in the expensive price range. Is there anything else I can help you with?,present_result
dial_18,usr,yes , i would like to reserve a table for 1 at 11:45 on saturday please .,
dial_18,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_18,usr,no , you have been very helpful . thank you . goodbye .,
dial_19,usr,i would like 1 in the moderate price range please .,
dial_19,sys,Do you have a preference on the food and area?,ask_type
dial_19,usr,i would like the west part of town .,
dial_19,sys,prezzo is a italian restaurant on the west side of town. It's in the moderate price range. Is there anything else I can help you with?,present_result
dial_19,usr,what is the phone number ?,
dial_19,sys,prezzo is located at 21 - 24 Northampton Road . Its phone number is 01799521260 and the postcode is cb30ad . is there anything else i can help you with ?,provide_info
dial_19,usr,that is all i needed . thank you .,
dial_20,usr,any type of food will be fine as long as it s moderate -ly priced and in the centre part of town .,
dial_20,sys,Do you have a preference on the food?,ask_type
dial_20,usr,yes , i would love british .,
dial_20,sys,restaurant one seven is a british restaurant on the centre side of town. It's in the moderate price range. Is there anything else I can help you with?,present_result
dial_20,usr,which of those 9 has the best rating -s ? can i please have the address and postcode .,
dial_20,sys,restaurant one seven is located at De Vere University Arms Regent Street City Centre . Its phone number is 01223337766 and the postcode is cb21ab . is there anything else i can help you with ?,provide_info
dial_20,usr,nope , that s all i need , thank you very much !,
dial_21,usr,the restaurant should be in the centre and should serve expensive chinese food .,
dial_21,sys,ugly duckling is a chinese restaurant on the centre side of town. It's in the expensive price range. Is there anything else I can help you with?,present_result
dial_21,usr,could i have the address and phone number please ?,
dial_21,sys,ugly duckling is located at 12 St. Johns Street City Centre . Its phone number is 012323323737 and the postcode is cb21tw . is there anything else i can help you with ?,provide_info
dial_21,usr,no , thank you,
dial_22,usr,i would like chinese food .,
dial_22,sys,Do you have a preference on the area and pricerange?,ask_type
dial_22,usr,i would like something in the moderate price range , please .,
dial_22,sys,jinling noodle bar is a chinese restaurant on the centre side of town. It's in the moderate price range. Is there anything else I can help you with?,present_result
dial_22,usr,may i get the restaurant phone number please ?,
dial_22,sys,jinling noodle bar is located at 11 Peas Hill City Centre . Its phone number is 01223566188 and the postcode is cb23pp . is there anything else i can help you with ?,provide_info
dial_22,usr,thank you and goodbye .,
dial_23,usr,i do not care about the area as long as it is barbeque food and moderate .,
dial_23,sys,I am sorry, but there are no restaurants matching your request. Is there anything else I can help you with?,nomatch_result
dial_23,usr,how about gastropub food ?,
dial_23,sys,the cow pizza kitchen and bar is a gastropub restaurant on the centre side of town. It's in the moderate price range. Is there anything else I can help you with?,present_result
dial_23,usr,yes , please . for 5 people at 16:00 on thursday .,
dial_23,sys,I am sorry, but the restaurant is fully booked at that time. Is there anything else I can help you with?,booking_fail
dial_23,usr,ok i would like to book for 5 people at 16:00 on thursday please,
dial_23,sys,I have booked the reservation for you. And you reference number is ABC.,booking_success
dial_23,usr,thank you for your help , good day .,
dial_24,usr,as long as they serve chinese cuisine and moderate -ly priced , that sounds great . thanks for your help .,
dial_24,sys,Thank you for using the system. Have a good day and goodbye!,goodbye
dial_24,usr,it should serve chinese food in the moderate price range .,
dial_24,sys,Do you have a preference on the area?,ask_type
dial_24,usr,i do not care.,
dial_24,sys,jinling noodle bar is a chinese restaurant on the centre side of town. It's in the moderate price range. Is there anything else I can help you with?,present_result
dial_24,usr,what is the address and phone number ?,
dial_24,sys,jinling noodle bar is located at 11 Peas Hill City Centre . Its phone number is 01223566188 and the postcode is cb23pp . is there anything else i can help you with ?,provide_info
